gene_id	xtr_pep
PECUL23A001851	ENSXETP00000087101
PECUL23A001854	ENSXETP00000089552
PECUL23A001856	ENSXETP00000013585
PECUL23A001860	ENSXETP00000064223
PECUL23A001864	ENSXETP00000100751
PECUL23A001867	ENSXETP00000089988
PECUL23A001868	ENSXETP00000083205
PECUL23A001870	ENSXETP00000090774
PECUL23A001873	ENSXETP00000083514
PECUL23A001878	ENSXETP00000099132
PECUL23A001879	ENSXETP00000026713
PECUL23A001880	ENSXETP00000047295
PECUL23A001884	ENSXETP00000017377
PECUL23A001885	ENSXETP00000089096
PECUL23A001886	ENSXETP00000051833
PECUL23A001887	ENSXETP00000086177
PECUL23A001893	ENSXETP00000097106
PECUL23A001895	ENSXETP00000046117
PECUL23A001900	ENSXETP00000084796
PECUL23A001902	ENSXETP00000065321
PECUL23A001905	ENSXETP00000004834
PECUL23A001906	ENSXETP00000090010
PECUL23A001908	ENSXETP00000094138
PECUL23A001911	ENSXETP00000014574
PECUL23A001913	ENSXETP00000067437
PECUL23A001918	ENSXETP00000080438
PECUL23A001920	ENSXETP00000056969
PECUL23A001921	ENSXETP00000087500
PECUL23A001926	ENSXETP00000015941
PECUL23A001927	ENSXETP00000047912
PECUL23A001928	ENSXETP00000066019
PECUL23A001930	ENSXETP00000041095
PECUL23A001931	ENSXETP00000029791
PECUL23A001932	ENSXETP00000061898
PECUL23A001934	ENSXETP00000015618
PECUL23A001935	ENSXETP00000059585
PECUL23A001937	ENSXETP00000082722
PECUL23A001939	ENSXETP00000051545
PECUL23A001940	ENSXETP00000030609
PECUL23A001942	ENSXETP00000088574
PECUL23A001946	ENSXETP00000046752
PECUL23A001948	ENSXETP00000082675
PECUL23A001950	ENSXETP00000101195
PECUL23A001951	ENSXETP00000082699
PECUL23A001952	ENSXETP00000000819
PECUL23A001953	ENSXETP00000084094
PECUL23A001954	ENSXETP00000069290
PECUL23A001957	ENSXETP00000025150
PECUL23A001961	ENSXETP00000051792
PECUL23A001962	ENSXETP00000019115
PECUL23A001965	ENSXETP00000086177
PECUL23A001970	ENSXETP00000056424
PECUL23A001974	ENSXETP00000093545
PECUL23A001976	ENSXETP00000009056
PECUL23A001979	ENSXETP00000019301
PECUL23A001983	ENSXETP00000030963
PECUL23A001987	ENSXETP00000092637
PECUL23A001988	ENSXETP00000017620
PECUL23A002006	ENSXETP00000064993
PECUL23A002008	ENSXETP00000089245
PECUL23A002009	ENSXETP00000006007
PECUL23A002011	ENSXETP00000019722
PECUL23A002012	ENSXETP00000061898
PECUL23A002021	ENSXETP00000006394
PECUL23A002026	ENSXETP00000024355
PECUL23A002030	ENSXETP00000024446
PECUL23A002031	ENSXETP00000059713
PECUL23A002032	ENSXETP00000082593
PECUL23A002033	ENSXETP00000065357
PECUL23A002040	ENSXETP00000058321
PECUL23A002046	ENSXETP00000095780
PECUL23A002054	ENSXETP00000034177
PECUL23A002056	ENSXETP00000099052
PECUL23A002057	ENSXETP00000063489
PECUL23A002058	ENSXETP00000013371
PECUL23A002059	ENSXETP00000072826
PECUL23A002060	ENSXETP00000063074
PECUL23A002063	ENSXETP00000076185
PECUL23A002064	ENSXETP00000019118
PECUL23A002068	ENSXETP00000005540
PECUL23A002070	ENSXETP00000079114
PECUL23A002071	ENSXETP00000069225
PECUL23A002073	ENSXETP00000003413
PECUL23A002074	ENSXETP00000013278
PECUL23A002076	ENSXETP00000025196
PECUL23A002077	ENSXETP00000073652
PECUL23A002079	ENSXETP00000032624
PECUL23A002084	ENSXETP00000025636
PECUL23A002086	ENSXETP00000072826
PECUL23A002087	ENSXETP00000005561
PECUL23A002088	ENSXETP00000086177
PECUL23A002092	ENSXETP00000034496
PECUL23A002093	ENSXETP00000066019
PECUL23A002094	ENSXETP00000063627
PECUL23A002095	ENSXETP00000074596
PECUL23A002097	ENSXETP00000068179
PECUL23A002099	ENSXETP00000063948
PECUL23A002101	ENSXETP00000053523
PECUL23A002103	ENSXETP00000073524
PECUL23A002105	ENSXETP00000047859
PECUL23A002106	ENSXETP00000069674
PECUL23A002108	ENSXETP00000045037
PECUL23A002112	ENSXETP00000082549
PECUL23A002113	ENSXETP00000027364
PECUL23A002115	ENSXETP00000069290
PECUL23A002130	ENSXETP00000035670
PECUL23A002136	ENSXETP00000086822
PECUL23A002138	ENSXETP00000032828
PECUL23A002141	ENSXETP00000066019
PECUL23A002143	ENSXETP00000065826
PECUL23A002146	ENSXETP00000099327
PECUL23A002150	ENSXETP00000020152
PECUL23A002159	ENSXETP00000034011
PECUL23A002162	ENSXETP00000089690
PECUL23A002163	ENSXETP00000078862
PECUL23A002168	ENSXETP00000097689
PECUL23A002169	ENSXETP00000089410
PECUL23A002170	ENSXETP00000036842
PECUL23A002172	ENSXETP00000101469
PECUL23A002175	ENSXETP00000086142
PECUL23A002176	ENSXETP00000005753
PECUL23A002179	ENSXETP00000098985
PECUL23A002181	ENSXETP00000006832
PECUL23A002182	ENSXETP00000060031
PECUL23A002186	ENSXETP00000089502
PECUL23A002188	ENSXETP00000071624
PECUL23A002190	ENSXETP00000095955
PECUL23A002191	ENSXETP00000053748
PECUL23A002193	ENSXETP00000004953
PECUL23A002194	ENSXETP00000012753
PECUL23A002196	ENSXETP00000097906
PECUL23A002204	ENSXETP00000068160
PECUL23A002205	ENSXETP00000006640
PECUL23A002208	ENSXETP00000071032
PECUL23A002209	ENSXETP00000082962
PECUL23A002210	ENSXETP00000009158
PECUL23A002214	ENSXETP00000083205
PECUL23A002216	ENSXETP00000060031
PECUL23A002223	ENSXETP00000062481
PECUL23A002227	ENSXETP00000066019
PECUL23A002230	ENSXETP00000079590
PECUL23A002231	ENSXETP00000009333
PECUL23A002233	ENSXETP00000020215
PECUL23A002234	ENSXETP00000029250
PECUL23A002235	ENSXETP00000044523
PECUL23A002237	ENSXETP00000053274
PECUL23A002238	ENSXETP00000089410
PECUL23A002243	ENSXETP00000060765
PECUL23A002244	ENSXETP00000093730
PECUL23A002249	ENSXETP00000047024
PECUL23A002254	ENSXETP00000029801
PECUL23A002259	ENSXETP00000091528
PECUL23A002261	ENSXETP00000089245
PECUL23A002263	ENSXETP00000097413
PECUL23A002264	ENSXETP00000101469
PECUL23A002265	ENSXETP00000061236
PECUL23A002267	ENSXETP00000065467
PECUL23A002271	ENSXETP00000056254
PECUL23A002275	ENSXETP00000089019
PECUL23A002279	ENSXETP00000010077
PECUL23A002284	ENSXETP00000031752
PECUL23A002285	ENSXETP00000061236
PECUL23A002286	ENSXETP00000083205
PECUL23A002287	ENSXETP00000035217
PECUL23A002288	ENSXETP00000066019
PECUL23A002290	ENSXETP00000079212
PECUL23A002291	ENSXETP00000094694
PECUL23A002294	ENSXETP00000035512
PECUL23A002296	ENSXETP00000075928
PECUL23A002298	ENSXETP00000018837
PECUL23A002299	ENSXETP00000034069
PECUL23A002300	ENSXETP00000039513
PECUL23A002301	ENSXETP00000026115
PECUL23A002302	ENSXETP00000010488
PECUL23A002306	ENSXETP00000097128
PECUL23A002310	ENSXETP00000023737
PECUL23A002314	ENSXETP00000010207
PECUL23A002315	ENSXETP00000097647
PECUL23A002316	ENSXETP00000097689
PECUL23A002317	ENSXETP00000058311
PECUL23A002319	ENSXETP00000021905
PECUL23A002321	ENSXETP00000005849
PECUL23A002323	ENSXETP00000046307
PECUL23A002327	ENSXETP00000034491
PECUL23A002329	ENSXETP00000099893
PECUL23A002331	ENSXETP00000013032
PECUL23A002333	ENSXETP00000070231
PECUL23A002342	ENSXETP00000011289
PECUL23A002343	ENSXETP00000088291
PECUL23A002344	ENSXETP00000061207
PECUL23A002347	ENSXETP00000045587
PECUL23A002356	ENSXETP00000101288
PECUL23A002359	ENSXETP00000013995
PECUL23A002361	ENSXETP00000042520
PECUL23A002364	ENSXETP00000069290
PECUL23A002365	ENSXETP00000018092
PECUL23A002367	ENSXETP00000023745
PECUL23A002370	ENSXETP00000097132
PECUL23A002372	ENSXETP00000071026
PECUL23A002377	ENSXETP00000074586
PECUL23A002378	ENSXETP00000021686
PECUL23A002384	ENSXETP00000042031
PECUL23A002385	ENSXETP00000098361
PECUL23A002386	ENSXETP00000087461
PECUL23A002387	ENSXETP00000063031
PECUL23A002388	ENSXETP00000072826
PECUL23A002393	ENSXETP00000031391
PECUL23A002396	ENSXETP00000086149
PECUL23A002398	ENSXETP00000013305
PECUL23A002399	ENSXETP00000089962
PECUL23A002402	ENSXETP00000063967
PECUL23A002405	ENSXETP00000006777
PECUL23A002419	ENSXETP00000061733
PECUL23A002420	ENSXETP00000040940
PECUL23A002421	ENSXETP00000086593
PECUL23A002424	ENSXETP00000009167
PECUL23A002425	ENSXETP00000101503
PECUL23A002429	ENSXETP00000095806
PECUL23A002431	ENSXETP00000077406
PECUL23A002432	ENSXETP00000089245
PECUL23A002433	ENSXETP00000061898
PECUL23A002434	ENSXETP00000066019
PECUL23A002438	ENSXETP00000005063
PECUL23A002440	ENSXETP00000095471
PECUL23A002441	ENSXETP00000080724
PECUL23A002448	ENSXETP00000080638
PECUL23A002452	ENSXETP00000058313
PECUL23A002455	ENSXETP00000043902
PECUL23A002460	ENSXETP00000088303
PECUL23A002463	ENSXETP00000014993
PECUL23A002464	ENSXETP00000098088
PECUL23A002471	ENSXETP00000071223
PECUL23A002474	ENSXETP00000098630
PECUL23A002475	ENSXETP00000087955
PECUL23A002477	ENSXETP00000066019
PECUL23A002478	ENSXETP00000072268
PECUL23A002479	ENSXETP00000048091
PECUL23A002486	ENSXETP00000059014
PECUL23A002488	ENSXETP00000081758
PECUL23A002489	ENSXETP00000072826
PECUL23A002490	ENSXETP00000100751
PECUL23A002494	ENSXETP00000085447
PECUL23A002497	ENSXETP00000015079
PECUL23A002498	ENSXETP00000000694
PECUL23A002500	ENSXETP00000062487
PECUL23A002502	ENSXETP00000081087
PECUL23A002505	ENSXETP00000013445
PECUL23A002506	ENSXETP00000019370
PECUL23A002509	ENSXETP00000062686
PECUL23A002511	ENSXETP00000060168
PECUL23A002514	ENSXETP00000047089
PECUL23A002515	ENSXETP00000098312
PECUL23A002518	ENSXETP00000053945
PECUL23A002519	ENSXETP00000066771
PECUL23A002520	ENSXETP00000063771
PECUL23A002522	ENSXETP00000070839
PECUL23A002525	ENSXETP00000066346
PECUL23A002529	ENSXETP00000100751
PECUL23A002530	ENSXETP00000086571
PECUL23A002531	ENSXETP00000071349
PECUL23A002532	ENSXETP00000045740
PECUL23A002533	ENSXETP00000066019
PECUL23A002535	ENSXETP00000065711
PECUL23A002537	ENSXETP00000098471
PECUL23A002538	ENSXETP00000045515
PECUL23A002540	ENSXETP00000070837
PECUL23A002544	ENSXETP00000072020
PECUL23A002546	ENSXETP00000086177
PECUL23A002548	ENSXETP00000073171
PECUL23A002553	ENSXETP00000067863
PECUL23A002555	ENSXETP00000008312
PECUL23A002556	ENSXETP00000066019
PECUL23A002558	ENSXETP00000098088
PECUL23A002562	ENSXETP00000051890
PECUL23A002565	ENSXETP00000098088
PECUL23A002568	ENSXETP00000028947
PECUL23A002569	ENSXETP00000052424
PECUL23A002571	ENSXETP00000079889
PECUL23A002572	ENSXETP00000002283
PECUL23A002575	ENSXETP00000074069
PECUL23A002581	ENSXETP00000052951
PECUL23A002585	ENSXETP00000000209
PECUL23A002588	ENSXETP00000076185
PECUL23A002590	ENSXETP00000014055
PECUL23A002591	ENSXETP00000058937
PECUL23A002606	ENSXETP00000044990
PECUL23A002609	ENSXETP00000036990
PECUL23A002610	ENSXETP00000093828
PECUL23A002611	ENSXETP00000069290
PECUL23A002612	ENSXETP00000094251
PECUL23A002616	ENSXETP00000072718
PECUL23A002617	ENSXETP00000026714
PECUL23A002621	ENSXETP00000094427
PECUL23A002625	ENSXETP00000004732
PECUL23A002628	ENSXETP00000012699
PECUL23A002635	ENSXETP00000064971
PECUL23A002637	ENSXETP00000058981
PECUL23A002639	ENSXETP00000036675
PECUL23A002651	ENSXETP00000075309
PECUL23A002657	ENSXETP00000063806
PECUL23A002659	ENSXETP00000009625
PECUL23A002662	ENSXETP00000047505
PECUL23A002671	ENSXETP00000034167
PECUL23A002673	ENSXETP00000090548
PECUL23A002676	ENSXETP00000031275
PECUL23A002679	ENSXETP00000046115
PECUL23A002681	ENSXETP00000023041
PECUL23A002682	ENSXETP00000006867
PECUL23A002683	ENSXETP00000066019
PECUL23A002684	ENSXETP00000016453
PECUL23A002686	ENSXETP00000008659
PECUL23A002688	ENSXETP00000100693
PECUL23A002696	ENSXETP00000062331
PECUL23A002701	ENSXETP00000061708
PECUL23A002704	ENSXETP00000068713
PECUL23A002707	ENSXETP00000058737
PECUL23A002717	ENSXETP00000046491
PECUL23A002719	ENSXETP00000083465
PECUL23A002720	ENSXETP00000054286
PECUL23A002721	ENSXETP00000069290
PECUL23A002722	ENSXETP00000081115
PECUL23A002723	ENSXETP00000054551
PECUL23A002729	ENSXETP00000072826
PECUL23A002731	ENSXETP00000014399
PECUL23A002734	ENSXETP00000040719
PECUL23A002735	ENSXETP00000091542
PECUL23A002738	ENSXETP00000062760
PECUL23A002742	ENSXETP00000086397
PECUL23A002746	ENSXETP00000017790
PECUL23A002752	ENSXETP00000008933
PECUL23A002753	ENSXETP00000086177
PECUL23A002756	ENSXETP00000070629
PECUL23A002757	ENSXETP00000014565
PECUL23A002758	ENSXETP00000031600
PECUL23A002760	ENSXETP00000045487
PECUL23A002761	ENSXETP00000084811
PECUL23A002762	ENSXETP00000054231
PECUL23A002763	ENSXETP00000094998
PECUL23A002766	ENSXETP00000091291
PECUL23A002768	ENSXETP00000080129
PECUL23A002772	ENSXETP00000025375
PECUL23A002773	ENSXETP00000036093
PECUL23A002777	ENSXETP00000093138
PECUL23A002782	ENSXETP00000064590
PECUL23A002787	ENSXETP00000019617
PECUL23A002789	ENSXETP00000031147
PECUL23A002790	ENSXETP00000101280
PECUL23A002791	ENSXETP00000080956
PECUL23A002794	ENSXETP00000060451
PECUL23A002798	ENSXETP00000040381
PECUL23A002799	ENSXETP00000009941
PECUL23A002802	ENSXETP00000083219
PECUL23A002804	ENSXETP00000099775
PECUL23A002809	ENSXETP00000083313
PECUL23A002813	ENSXETP00000001862
PECUL23A002814	ENSXETP00000074282
PECUL23A002815	ENSXETP00000077434
PECUL23A002819	ENSXETP00000047164
PECUL23A002821	ENSXETP00000022693
PECUL23A002822	ENSXETP00000002163
PECUL23A002823	ENSXETP00000050314
PECUL23A002824	ENSXETP00000001517
PECUL23A002835	ENSXETP00000072607
PECUL23A002838	ENSXETP00000026731
PECUL23A002840	ENSXETP00000064123
PECUL23A002843	ENSXETP00000024541
PECUL23A002844	ENSXETP00000008194
PECUL23A002846	ENSXETP00000012813
PECUL23A002848	ENSXETP00000045635
PECUL23A002850	ENSXETP00000003511
PECUL23A002853	ENSXETP00000037386
PECUL23A002858	ENSXETP00000066019
PECUL23A002859	ENSXETP00000094586
PECUL23A002860	ENSXETP00000076899
PECUL23A002861	ENSXETP00000036713
PECUL23A002862	ENSXETP00000077392
PECUL23A002864	ENSXETP00000022771
PECUL23A002869	ENSXETP00000074770
PECUL23A002870	ENSXETP00000050111
PECUL23A002874	ENSXETP00000022567
PECUL23A002875	ENSXETP00000095077
PECUL23A002880	ENSXETP00000034050
PECUL23A002881	ENSXETP00000098088
PECUL23A002884	ENSXETP00000078499
PECUL23A002904	ENSXETP00000059342
PECUL23A002905	ENSXETP00000058101
PECUL23A002906	ENSXETP00000070115
PECUL23A002907	ENSXETP00000059739
PECUL23A002908	ENSXETP00000086019
PECUL23A002909	ENSXETP00000023529
PECUL23A002917	ENSXETP00000059378
PECUL23A002919	ENSXETP00000043449
PECUL23A002920	ENSXETP00000097557
PECUL23A002926	ENSXETP00000076255
PECUL23A002927	ENSXETP00000044049
PECUL23A002934	ENSXETP00000025663
PECUL23A002935	ENSXETP00000020351
PECUL23A002938	ENSXETP00000084911
PECUL23A002940	ENSXETP00000082241
PECUL23A002941	ENSXETP00000003567
PECUL23A002946	ENSXETP00000018866
PECUL23A002949	ENSXETP00000089578
PECUL23A002950	ENSXETP00000080232
PECUL23A002951	ENSXETP00000082691
PECUL23A002952	ENSXETP00000075368
PECUL23A002953	ENSXETP00000026124
PECUL23A002955	ENSXETP00000063300
PECUL23A002959	ENSXETP00000078319
PECUL23A002964	ENSXETP00000016072
PECUL23A002973	ENSXETP00000073241
PECUL23A002974	ENSXETP00000061898
PECUL23A002976	ENSXETP00000057641
PECUL23A002977	ENSXETP00000087074
PECUL23A002980	ENSXETP00000077016
PECUL23A002984	ENSXETP00000068407
PECUL23A002986	ENSXETP00000042318
PECUL23A002988	ENSXETP00000066019
PECUL23A002989	ENSXETP00000044576
PECUL23A002990	ENSXETP00000098088
PECUL23A002999	ENSXETP00000032904
PECUL23A003001	ENSXETP00000086978
PECUL23A003003	ENSXETP00000089410
PECUL23A003004	ENSXETP00000006371
PECUL23A003026	ENSXETP00000091679
PECUL23A003027	ENSXETP00000061094
PECUL23A003032	ENSXETP00000024818
PECUL23A003038	ENSXETP00000064926
PECUL23A003040	ENSXETP00000037273
PECUL23A003045	ENSXETP00000064003
PECUL23A003047	ENSXETP00000028864
PECUL23A003049	ENSXETP00000100997
PECUL23A003051	ENSXETP00000087700
PECUL23A003052	ENSXETP00000100483
PECUL23A003055	ENSXETP00000056990
PECUL23A003056	ENSXETP00000066019
PECUL23A003058	ENSXETP00000075726
PECUL23A003083	ENSXETP00000070701
PECUL23A003084	ENSXETP00000066019
PECUL23A003085	ENSXETP00000078180
PECUL23A003090	ENSXETP00000070204
PECUL23A003091	ENSXETP00000032828
PECUL23A003093	ENSXETP00000066019
PECUL23A003096	ENSXETP00000068897
PECUL23A003101	ENSXETP00000048094
PECUL23A003102	ENSXETP00000065467
PECUL23A003106	ENSXETP00000063127
PECUL23A003115	ENSXETP00000066538
PECUL23A003116	ENSXETP00000060563
PECUL23A003117	ENSXETP00000038435
PECUL23A003123	ENSXETP00000031434
PECUL23A003124	ENSXETP00000041137
PECUL23A003125	ENSXETP00000072826
PECUL23A003126	ENSXETP00000066019
PECUL23A003127	ENSXETP00000066019
PECUL23A003128	ENSXETP00000050306
PECUL23A003131	ENSXETP00000095320
PECUL23A003133	ENSXETP00000014000
PECUL23A003134	ENSXETP00000088631
PECUL23A003138	ENSXETP00000045740
PECUL23A003139	ENSXETP00000067139
PECUL23A003142	ENSXETP00000032207
PECUL23A003145	ENSXETP00000041807
PECUL23A003150	ENSXETP00000019556
PECUL23A003152	ENSXETP00000083855
PECUL23A003156	ENSXETP00000031738
PECUL23A003158	ENSXETP00000069315
PECUL23A003159	ENSXETP00000075685
PECUL23A003165	ENSXETP00000088288
PECUL23A003167	ENSXETP00000029448
PECUL23A003170	ENSXETP00000084667
PECUL23A003172	ENSXETP00000020749
PECUL23A003174	ENSXETP00000034467
PECUL23A003175	ENSXETP00000076556
PECUL23A003178	ENSXETP00000076185
PECUL23A003180	ENSXETP00000014593
PECUL23A003184	ENSXETP00000085284
PECUL23A003185	ENSXETP00000066019
PECUL23A003189	ENSXETP00000052139
PECUL23A003194	ENSXETP00000062800
PECUL23A003198	ENSXETP00000076597
PECUL23A003199	ENSXETP00000007235
PECUL23A003202	ENSXETP00000000075
PECUL23A003204	ENSXETP00000049768
PECUL23A003205	ENSXETP00000032094
PECUL23A003206	ENSXETP00000063244
PECUL23A003209	ENSXETP00000069597
PECUL23A003210	ENSXETP00000009675
PECUL23A003211	ENSXETP00000099015
PECUL23A003212	ENSXETP00000066019
PECUL23A003213	ENSXETP00000064123
PECUL23A003214	ENSXETP00000051110
PECUL23A003215	ENSXETP00000060793
PECUL23A003216	ENSXETP00000026853
PECUL23A003217	ENSXETP00000098998
PECUL23A003218	ENSXETP00000032828
PECUL23A003220	ENSXETP00000072826
PECUL23A003226	ENSXETP00000053835
PECUL23A003228	ENSXETP00000059879
PECUL23A003229	ENSXETP00000059954
PECUL23A003231	ENSXETP00000035842
PECUL23A003232	ENSXETP00000091345
PECUL23A003235	ENSXETP00000054756
PECUL23A003237	ENSXETP00000065467
PECUL23A003238	ENSXETP00000042824
PECUL23A003245	ENSXETP00000068272
PECUL23A003247	ENSXETP00000032385
PECUL23A003249	ENSXETP00000069290
PECUL23A003255	ENSXETP00000060716
PECUL23A003258	ENSXETP00000021318
PECUL23A003260	ENSXETP00000089962
PECUL23A003264	ENSXETP00000095905
PECUL23A003273	ENSXETP00000060712
PECUL23A003274	ENSXETP00000036930
PECUL23A003275	ENSXETP00000016136
PECUL23A003276	ENSXETP00000037225
PECUL23A003277	ENSXETP00000066019
PECUL23A003278	ENSXETP00000093200
PECUL23A003282	ENSXETP00000076295
PECUL23A003284	ENSXETP00000063581
PECUL23A003288	ENSXETP00000014165
PECUL23A003291	ENSXETP00000077992
PECUL23A003292	ENSXETP00000064123
PECUL23A003297	ENSXETP00000025847
PECUL23A003304	ENSXETP00000083817
PECUL23A003305	ENSXETP00000092927
PECUL23A003307	ENSXETP00000071236
PECUL23A003311	ENSXETP00000022422
PECUL23A003312	ENSXETP00000060648
PECUL23A003315	ENSXETP00000028317
PECUL23A003316	ENSXETP00000081250
PECUL23A003318	ENSXETP00000008794
PECUL23A003319	ENSXETP00000070906
PECUL23A003320	ENSXETP00000071026
PECUL23A003321	ENSXETP00000054457
PECUL23A003322	ENSXETP00000031371
PECUL23A003326	ENSXETP00000082480
PECUL23A003327	ENSXETP00000080990
PECUL23A003329	ENSXETP00000087515
PECUL23A003331	ENSXETP00000033600
PECUL23A003332	ENSXETP00000061320
PECUL23A003339	ENSXETP00000062740
PECUL23A003346	ENSXETP00000086809
PECUL23A003348	ENSXETP00000097385
PECUL23A003350	ENSXETP00000069290
PECUL23A003351	ENSXETP00000025190
PECUL23A003356	ENSXETP00000060657
PECUL23A003357	ENSXETP00000040532
PECUL23A003362	ENSXETP00000010002
PECUL23A003364	ENSXETP00000046518
PECUL23A003365	ENSXETP00000059896
PECUL23A003367	ENSXETP00000001450
PECUL23A003371	ENSXETP00000073332
PECUL23A003376	ENSXETP00000042073
PECUL23A003377	ENSXETP00000097281
PECUL23A003380	ENSXETP00000014352
PECUL23A003381	ENSXETP00000092565
PECUL23A003382	ENSXETP00000066019
PECUL23A003384	ENSXETP00000064998
PECUL23A003387	ENSXETP00000036251
PECUL23A003389	ENSXETP00000025310
PECUL23A003390	ENSXETP00000072826
PECUL23A003391	ENSXETP00000011185
PECUL23A003400	ENSXETP00000101597
PECUL23A003402	ENSXETP00000057652
PECUL23A003403	ENSXETP00000039448
PECUL23A003406	ENSXETP00000033408
PECUL23A003408	ENSXETP00000092943
PECUL23A003410	ENSXETP00000012441
PECUL23A003415	ENSXETP00000061281
PECUL23A003417	ENSXETP00000003464
PECUL23A003418	ENSXETP00000091332
PECUL23A003420	ENSXETP00000088093
PECUL23A003422	ENSXETP00000033769
PECUL23A003425	ENSXETP00000058527
PECUL23A003429	ENSXETP00000027388
PECUL23A003433	ENSXETP00000032422
PECUL23A003437	ENSXETP00000078803
PECUL23A003439	ENSXETP00000013612
PECUL23A003441	ENSXETP00000041455
PECUL23A003442	ENSXETP00000100751
PECUL23A003445	ENSXETP00000039091
PECUL23A003448	ENSXETP00000091061
PECUL23A003451	ENSXETP00000066093
PECUL23A003455	ENSXETP00000069300
PECUL23A003456	ENSXETP00000076899
PECUL23A003460	ENSXETP00000069290
PECUL23A003462	ENSXETP00000035752
PECUL23A003463	ENSXETP00000013893
PECUL23A003468	ENSXETP00000077434
PECUL23A003470	ENSXETP00000101503
PECUL23A003471	ENSXETP00000091101
PECUL23A003472	ENSXETP00000083121
PECUL23A003476	ENSXETP00000024894
PECUL23A003479	ENSXETP00000072826
PECUL23A003480	ENSXETP00000034670
PECUL23A003481	ENSXETP00000085181
PECUL23A003482	ENSXETP00000039527
PECUL23A003486	ENSXETP00000094653
PECUL23A003487	ENSXETP00000000312
PECUL23A003489	ENSXETP00000062754
PECUL23A003491	ENSXETP00000006016
PECUL23A003494	ENSXETP00000071046
PECUL23A003495	ENSXETP00000085861
PECUL23A003498	ENSXETP00000065170
PECUL23A003504	ENSXETP00000078619
PECUL23A003505	ENSXETP00000069290
PECUL23A003510	ENSXETP00000095729
PECUL23A003513	ENSXETP00000034088
PECUL23A003517	ENSXETP00000026444
PECUL23A003519	ENSXETP00000067216
PECUL23A003520	ENSXETP00000085044
PECUL23A003527	ENSXETP00000082131
PECUL23A003530	ENSXETP00000057273
PECUL23A003533	ENSXETP00000077768
PECUL23A003536	ENSXETP00000086177
PECUL23A003537	ENSXETP00000093828
PECUL23A003538	ENSXETP00000058899
PECUL23A003539	ENSXETP00000011642
PECUL23A003549	ENSXETP00000081120
PECUL23A003550	ENSXETP00000066019
PECUL23A003552	ENSXETP00000006033
PECUL23A003553	ENSXETP00000048325
PECUL23A003555	ENSXETP00000073567
PECUL23A003560	ENSXETP00000073129
PECUL23A003561	ENSXETP00000097488
PECUL23A003562	ENSXETP00000093107
